Product_Name,Price_Cleaned,Rating_Numeric,Product_Name_Upper,Product_Name_Lower,Product_ID
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,FOR THE LOVE: FIGHTING FOR GRACE IN A WORLD OF IMPOSSIBLE STANDARDS,for the love: fighting for grace in a world of impossible standards,PROD1533
Finding God in the Ruins: How God Redeems Pain,46.64,2,FINDING GOD IN THE RUINS: HOW GOD REDEEMS PAIN,finding god in the ruins: how god redeems pain,PROD1534
Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,EVERY HEART A DOORWAY (EVERY HEART A DOORWAY #1),every heart a doorway (every heart a doorway #1),PROD1535
Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,DELIVERING THE TRUTH (QUAKER MIDWIFE MYSTERY #1),delivering the truth (quaker midwife mystery #1),PROD1536
Counted With the Stars (Out from Egypt #1),17.97,5,COUNTED WITH THE STARS (OUT FROM EGYPT #1),counted with the stars (out from egypt #1),PROD1537
"Chronicles, Vol. 1",52.6,2,"CHRONICLES, VOL. 1","chronicles, vol. 1",PROD1538
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,BLUE LIKE JAZZ: NONRELIGIOUS THOUGHTS ON CHRISTIAN SPIRITUALITY,blue like jazz: nonreligious thoughts on christian spirituality,PROD1539
Benjamin Franklin: An American Life,48.19,3,BENJAMIN FRANKLIN: AN AMERICAN LIFE,benjamin franklin: an american life,PROD1540
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,"AT THE EXISTENTIALIST CAFÉ: FREEDOM, BEING, AND APRICOT COCKTAILS WITH: JEAN-PAUL SARTRE, SIMONE DE BEAUVOIR, ALBERT CAMUS, MARTIN HEIDEGGER, EDMUND HUSSERL, KARL JASPERS, MAURICE MERLEAU-PONTY AND OTHERS","at the existentialist café: freedom, being, and apricot cocktails with: jean-paul sartre, simone de beauvoir, albert camus, martin heidegger, edmund husserl, karl jaspers, maurice merleau-ponty and others",PROD1541
A Summer In Europe,44.34,2,A SUMMER IN EUROPE,a summer in europe,PROD1542
A Short History of Nearly Everything,52.4,5,A SHORT HISTORY OF NEARLY EVERYTHING,a short history of nearly everything,PROD1543
A Gathering of Shadows (Shades of Magic #2),44.81,4,A GATHERING OF SHADOWS (SHADES OF MAGIC #2),a gathering of shadows (shades of magic #2),PROD1544
The Sound Of Love,57.84,5,THE SOUND OF LOVE,the sound of love,PROD1545
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,THE RISE AND FALL OF THE THIRD REICH: A HISTORY OF NAZI GERMANY,the rise and fall of the third reich: a history of nazi germany,PROD1546
The Perks of Being a Wallflower,55.02,3,THE PERKS OF BEING A WALLFLOWER,the perks of being a wallflower,PROD1547
The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,THE MYSTERIOUS AFFAIR AT STYLES (HERCULE POIROT #1),the mysterious affair at styles (hercule poirot #1),PROD1548
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,THE MAN WHO MISTOOK HIS WIFE FOR A HAT AND OTHER CLINICAL TALES,the man who mistook his wife for a hat and other clinical tales,PROD1549
The Makings of a Fatherless Child,31.58,2,THE MAKINGS OF A FATHERLESS CHILD,the makings of a fatherless child,PROD1550
The Joy of Cooking,43.27,4,THE JOY OF COOKING,the joy of cooking,PROD1551
The Invention of Wings,37.34,1,THE INVENTION OF WINGS,the invention of wings,PROD1552
The Hobbit (Middle-Earth Universe),17.8,5,THE HOBBIT (MIDDLE-EARTH UNIVERSE),the hobbit (middle-earth universe),PROD1553
The Great Railway Bazaar,30.54,1,THE GREAT RAILWAY BAZAAR,the great railway bazaar,PROD1554
The Golden Compass (His Dark Materials #1),18.77,1,THE GOLDEN COMPASS (HIS DARK MATERIALS #1),the golden compass (his dark materials #1),PROD1555
The God Delusion,46.85,3,THE GOD DELUSION,the god delusion,PROD1556
The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,THE GIRL YOU LEFT BEHIND (THE GIRL YOU LEFT BEHIND #1),the girl you left behind (the girl you left behind #1),PROD1557
The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,THE FELLOWSHIP OF THE RING (THE LORD OF THE RINGS #1),the fellowship of the ring (the lord of the rings #1),PROD1558
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,THE COLLECTED POEMS OF W.B. YEATS (THE COLLECTED WORKS OF W.B. YEATS #1),the collected poems of w.b. yeats (the collected works of w.b. yeats #1),PROD1559
The Barefoot Contessa Cookbook,59.92,5,THE BAREFOOT CONTESSA COOKBOOK,the barefoot contessa cookbook,PROD1560
Tell the Wolves I'm Home,50.96,2,TELL THE WOLVES I'M HOME,tell the wolves i'm home,PROD1561
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,SHIP LEAVES HARBOR: ESSAYS ON TRAVEL BY A RECOVERING JOURNEYMAN,ship leaves harbor: essays on travel by a recovering journeyman,PROD1562
Pride and Prejudice,19.27,4,PRIDE AND PREJUDICE,pride and prejudice,PROD1563
Musicophilia: Tales of Music and the Brain,46.58,1,MUSICOPHILIA: TALES OF MUSIC AND THE BRAIN,musicophilia: tales of music and the brain,PROD1564
Mere Christianity,48.51,3,MERE CHRISTIANITY,mere christianity,PROD1565
Me Before You (Me Before You #1),19.02,1,ME BEFORE YOU (ME BEFORE YOU #1),me before you (me before you #1),PROD1566
In the Woods (Dublin Murder Squad #1),38.38,2,IN THE WOODS (DUBLIN MURDER SQUAD #1),in the woods (dublin murder squad #1),PROD1567
In Cold Blood,49.98,4,IN COLD BLOOD,in cold blood,PROD1568
How to Stop Worrying and Start Living,46.49,5,HOW TO STOP WORRYING AND START LIVING,how to stop worrying and start living,PROD1569
Give It Back,18.32,2,GIVE IT BACK,give it back,PROD1570
"Girl, Interrupted",42.14,3,"GIRL, INTERRUPTED","girl, interrupted",PROD1571
Fun Home: A Family Tragicomic,56.59,4,FUN HOME: A FAMILY TRAGICOMIC,fun home: a family tragicomic,PROD1572
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,"FRUITS BASKET, VOL. 6 (FRUITS BASKET #6)","fruits basket, vol. 6 (fruits basket #6)",PROD1573
Deception Point,40.32,4,DECEPTION POINT,deception point,PROD1574
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,"DEATH NOTE, VOL. 6: GIVE-AND-TAKE (DEATH NOTE #6)","death note, vol. 6: give-and-take (death note #6)",PROD1575
Catherine the Great: Portrait of a Woman,58.55,4,CATHERINE THE GREAT: PORTRAIT OF A WOMAN,catherine the great: portrait of a woman,PROD1576
Better Homes and Gardens New Cook Book,39.61,3,BETTER HOMES AND GARDENS NEW COOK BOOK,better homes and gardens new cook book,PROD1577
An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,AN UNQUIET MIND: A MEMOIR OF MOODS AND MADNESS,an unquiet mind: a memoir of moods and madness,PROD1578
A Year in Provence (Provence #1),56.88,4,A YEAR IN PROVENCE (PROVENCE #1),a year in provence (provence #1),PROD1579
World Without End (The Pillars of the Earth #2),32.97,4,WORLD WITHOUT END (THE PILLARS OF THE EARTH #2),world without end (the pillars of the earth #2),PROD1580
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,"WILL GRAYSON, WILL GRAYSON (WILL GRAYSON, WILL GRAYSON)","will grayson, will grayson (will grayson, will grayson)",PROD1581
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,WHY SAVE THE BANKERS?: AND OTHER ESSAYS ON OUR ECONOMIC AND POLITICAL CRISIS,why save the bankers?: and other essays on our economic and political crisis,PROD1582
Where She Went (If I Stay #2),41.73,4,WHERE SHE WENT (IF I STAY #2),where she went (if i stay #2),PROD1583
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,WHAT IF?: SERIOUS SCIENTIFIC ANSWERS TO ABSURD HYPOTHETICAL QUESTIONS,what if?: serious scientific answers to absurd hypothetical questions,PROD1584
Two Summers,14.64,1,TWO SUMMERS,two summers,PROD1585
This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,THIS IS YOUR BRAIN ON MUSIC: THE SCIENCE OF A HUMAN OBSESSION,this is your brain on music: the science of a human obsession,PROD1586
The Secret Garden,15.08,4,THE SECRET GARDEN,the secret garden,PROD1587
The Raven King (The Raven Cycle #4),30.57,2,THE RAVEN KING (THE RAVEN CYCLE #4),the raven king (the raven cycle #4),PROD1588
The Raven Boys (The Raven Cycle #1),57.74,4,THE RAVEN BOYS (THE RAVEN CYCLE #1),the raven boys (the raven cycle #1),PROD1589
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,THE POWER GREENS COOKBOOK: 140 DELICIOUS SUPERFOOD RECIPES,the power greens cookbook: 140 delicious superfood recipes,PROD1590
The Metamorphosis,28.58,1,THE METAMORPHOSIS,the metamorphosis,PROD1591
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,THE MATHEWS MEN: SEVEN BROTHERS AND THE WAR AGAINST HITLER'S U-BOATS,the mathews men: seven brothers and the war against hitler's u-boats,PROD1592
The Little Paris Bookshop,24.73,3,THE LITTLE PARIS BOOKSHOP,the little paris bookshop,PROD1593
The Hiding Place,55.91,4,THE HIDING PLACE,the hiding place,PROD1594
The Grand Design,13.76,3,THE GRAND DESIGN,the grand design,PROD1595
The Firm,45.56,3,THE FIRM,the firm,PROD1596
The Fault in Our Stars,47.22,1,THE FAULT IN OUR STARS,the fault in our stars,PROD1597
The False Prince (The Ascendance Trilogy #1),56.0,5,THE FALSE PRINCE (THE ASCENDANCE TRILOGY #1),the false prince (the ascendance trilogy #1),PROD1598
The Expatriates,44.58,2,THE EXPATRIATES,the expatriates,PROD1599
The Dream Thieves (The Raven Cycle #2),34.5,1,THE DREAM THIEVES (THE RAVEN CYCLE #2),the dream thieves (the raven cycle #2),PROD1600
The Darkest Corners,11.33,5,THE DARKEST CORNERS,the darkest corners,PROD1601
The Crossover,38.77,4,THE CROSSOVER,the crossover,PROD1602
The 5th Wave (The 5th Wave #1),11.83,2,THE 5TH WAVE (THE 5TH WAVE #1),the 5th wave (the 5th wave #1),PROD1603
Tell the Wind and Fire,45.51,3,TELL THE WIND AND FIRE,tell the wind and fire,PROD1604
Tell Me Three Things,41.81,1,TELL ME THREE THINGS,tell me three things,PROD1605
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,TALKING TO GIRLS ABOUT DURAN DURAN: ONE YOUNG MAN'S QUEST FOR TRUE LOVE AND A COOLER HAIRCUT,talking to girls about duran duran: one young man's quest for true love and a cooler haircut,PROD1606
Siddhartha,34.22,5,SIDDHARTHA,siddhartha,PROD1607
Shiver (The Wolves of Mercy Falls #1),16.23,5,SHIVER (THE WOLVES OF MERCY FALLS #1),shiver (the wolves of mercy falls #1),PROD1608
Remember Me?,11.48,3,REMEMBER ME?,remember me?,PROD1609
Red Dragon (Hannibal Lecter #1),23.37,3,RED DRAGON (HANNIBAL LECTER #1),red dragon (hannibal lecter #1),PROD1610
Peak: Secrets from the New Science of Expertise,16.28,2,PEAK: SECRETS FROM THE NEW SCIENCE OF EXPERTISE,peak: secrets from the new science of expertise,PROD1611
My Mother Was Nuts,31.63,4,MY MOTHER WAS NUTS,my mother was nuts,PROD1612
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,MEXICAN TODAY: NEW AND REDISCOVERED RECIPES FOR CONTEMPORARY KITCHENS,mexican today: new and rediscovered recipes for contemporary kitchens,PROD1613
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,MAYBE SOMETHING BEAUTIFUL: HOW ART TRANSFORMED A NEIGHBORHOOD,maybe something beautiful: how art transformed a neighborhood,PROD1614
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,LOLA AND THE BOY NEXT DOOR (ANNA AND THE FRENCH KISS #2),lola and the boy next door (anna and the french kiss #2),PROD1615
Logan Kade (Fallen Crest High #5.5),13.12,2,LOGAN KADE (FALLEN CREST HIGH #5.5),logan kade (fallen crest high #5.5),PROD1616
Last One Home (New Beginnings #1),59.98,3,LAST ONE HOME (NEW BEGINNINGS #1),last one home (new beginnings #1),PROD1617
Killing Floor (Jack Reacher #1),31.49,4,KILLING FLOOR (JACK REACHER #1),killing floor (jack reacher #1),PROD1618
Kill the Boy Band,15.52,5,KILL THE BOY BAND,kill the boy band,PROD1619
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,ISLA AND THE HAPPILY EVER AFTER (ANNA AND THE FRENCH KISS #3),isla and the happily ever after (anna and the french kiss #3),PROD1620
If I Stay (If I Stay #1),38.13,5,IF I STAY (IF I STAY #1),if i stay (if i stay #1),PROD1621
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,I KNOW WHY THE CAGED BIRD SINGS (MAYA ANGELOU'S AUTOBIOGRAPHY #1),i know why the caged bird sings (maya angelou's autobiography #1),PROD1622
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,HARRY POTTER AND THE DEATHLY HALLOWS (HARRY POTTER #7),harry potter and the deathly hallows (harry potter #7),PROD1623
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,1,"FRUITS BASKET, VOL. 5 (FRUITS BASKET #5)","fruits basket, vol. 5 (fruits basket #5)",PROD1624
Foundation (Foundation (Publication Order) #1),32.42,1,FOUNDATION (FOUNDATION (PUBLICATION ORDER) #1),foundation (foundation (publication order) #1),PROD1625
Fool Me Once,16.96,1,FOOL ME ONCE,fool me once,PROD1626
Find Her (Detective D.D. Warren #8),22.37,1,FIND HER (DETECTIVE D.D. WARREN #8),find her (detective d.d. warren #8),PROD1627
Evicted: Poverty and Profit in the American City,42.27,1,EVICTED: POVERTY AND PROFIT IN THE AMERICAN CITY,evicted: poverty and profit in the american city,PROD1628
Drama,38.7,2,DRAMA,drama,PROD1629
Dracula the Un-Dead,35.63,5,DRACULA THE UN-DEAD,dracula the un-dead,PROD1630
Digital Fortress,58.0,5,DIGITAL FORTRESS,digital fortress,PROD1631
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,"DEATH NOTE, VOL. 5: WHITEOUT (DEATH NOTE #5)","death note, vol. 5: whiteout (death note #5)",PROD1632
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,"DATA, A LOVE STORY: HOW I GAMED ONLINE DATING TO MEET MY MATCH","data, a love story: how i gamed online dating to meet my match",PROD1633
Critique of Pure Reason,20.75,1,CRITIQUE OF PURE REASON,critique of pure reason,PROD1634
Booked,17.49,5,BOOKED,booked,PROD1635
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,"BLUE LILY, LILY BLUE (THE RAVEN CYCLE #3)","blue lily, lily blue (the raven cycle #3)",PROD1636
Approval Junkie: Adventures in Caring Too Much,58.81,5,APPROVAL JUNKIE: ADVENTURES IN CARING TOO MUCH,approval junkie: adventures in caring too much,PROD1637
An Abundance of Katherines,10.0,5,AN ABUNDANCE OF KATHERINES,an abundance of katherines,PROD1638
America's War for the Greater Middle East: A Military History,51.22,2,AMERICA'S WAR FOR THE GREATER MIDDLE EAST: A MILITARY HISTORY,america's war for the greater middle east: a military history,PROD1639
Alight (The Generations Trilogy #2),58.59,4,ALIGHT (THE GENERATIONS TRILOGY #2),alight (the generations trilogy #2),PROD1640
A Girl's Guide to Moving On (New Beginnings #2),31.3,1,A GIRL'S GUIDE TO MOVING ON (NEW BEGINNINGS #2),a girl's guide to moving on (new beginnings #2),PROD1641
A Game of Thrones (A Song of Ice and Fire #1),46.42,2,A GAME OF THRONES (A SONG OF ICE AND FIRE #1),a game of thrones (a song of ice and fire #1),PROD1642
A Feast for Crows (A Song of Ice and Fire #4),17.21,4,A FEAST FOR CROWS (A SONG OF ICE AND FIRE #4),a feast for crows (a song of ice and fire #4),PROD1643
A Clash of Kings (A Song of Ice and Fire #2),10.79,3,A CLASH OF KINGS (A SONG OF ICE AND FIRE #2),a clash of kings (a song of ice and fire #2),PROD1644
Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,VOGUE COLORS A TO Z: A FASHION COLORING BOOK,vogue colors a to z: a fashion coloring book,PROD1645
The Shining (The Shining #1),27.88,3,THE SHINING (THE SHINING #1),the shining (the shining #1),PROD1646
The Pilgrim's Progress,50.26,2,THE PILGRIM'S PROGRESS,the pilgrim's progress,PROD1647
The Perfect Play (Play by Play #1),59.99,3,THE PERFECT PLAY (PLAY BY PLAY #1),the perfect play (play by play #1),PROD1648
The Passion of Dolssa,28.32,5,THE PASSION OF DOLSSA,the passion of dolssa,PROD1649
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,THE JAZZ OF PHYSICS: THE SECRET LINK BETWEEN MUSIC AND THE STRUCTURE OF THE UNIVERSE,the jazz of physics: the secret link between music and the structure of the universe,PROD1650
The Hunger Games (The Hunger Games #1),29.85,5,THE HUNGER GAMES (THE HUNGER GAMES #1),the hunger games (the hunger games #1),PROD1651
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,THE HOUND OF THE BASKERVILLES (SHERLOCK HOLMES #5),the hound of the baskervilles (sherlock holmes #5),PROD1652
The Gunning of America: Business and the Making of American Gun Culture,16.81,4,THE GUNNING OF AMERICA: BUSINESS AND THE MAKING OF AMERICAN GUN CULTURE,the gunning of america: business and the making of american gun culture,PROD1653
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,THE GEOGRAPHY OF BLISS: ONE GRUMP'S SEARCH FOR THE HAPPIEST PLACES IN THE WORLD,the geography of bliss: one grump's search for the happiest places in the world,PROD1654
The Demonists (Demonist #1),52.11,2,THE DEMONISTS (DEMONIST #1),the demonists (demonist #1),PROD1655
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,"THE DEMON PRINCE OF MOMOCHI HOUSE, VOL. 4 (THE DEMON PRINCE OF MOMOCHI HOUSE #4)","the demon prince of momochi house, vol. 4 (the demon prince of momochi house #4)",PROD1656
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,THE BONE HUNTERS (LEXY VAUGHAN & STEVEN MACAULAY #2),the bone hunters (lexy vaughan & steven macaulay #2),PROD1657
The Beast (Black Dagger Brotherhood #14),46.08,5,THE BEAST (BLACK DAGGER BROTHERHOOD #14),the beast (black dagger brotherhood #14),PROD1658
Some Women,13.73,5,SOME WOMEN,some women,PROD1659
Shopaholic Ties the Knot (Shopaholic #3),48.39,5,SHOPAHOLIC TIES THE KNOT (SHOPAHOLIC #3),shopaholic ties the knot (shopaholic #3),PROD1660
Paper and Fire (The Great Library #2),49.45,5,PAPER AND FIRE (THE GREAT LIBRARY #2),paper and fire (the great library #2),PROD1661
Outlander (Outlander #1),19.67,5,OUTLANDER (OUTLANDER #1),outlander (outlander #1),PROD1662
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,"ORCHESTRA OF EXILES: THE STORY OF BRONISLAW HUBERMAN, THE ISRAEL PHILHARMONIC, AND THE ONE THOUSAND JEWS HE SAVED FROM NAZI HORRORS","orchestra of exiles: the story of bronislaw huberman, the israel philharmonic, and the one thousand jews he saved from nazi horrors",PROD1663
No One Here Gets Out Alive,20.02,5,NO ONE HERE GETS OUT ALIVE,no one here gets out alive,PROD1664
Night Shift (Night Shift #1-20),12.75,4,NIGHT SHIFT (NIGHT SHIFT #1-20),night shift (night shift #1-20),PROD1665
Needful Things,47.51,4,NEEDFUL THINGS,needful things,PROD1666
Mockingjay (The Hunger Games #3),20.44,4,MOCKINGJAY (THE HUNGER GAMES #3),mockingjay (the hunger games #3),PROD1667
Misery,34.79,2,MISERY,misery,PROD1668
Little Women (Little Women #1),28.07,4,LITTLE WOMEN (LITTLE WOMEN #1),little women (little women #1),PROD1669
It,25.01,3,IT,it,PROD1670
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,HARRY POTTER AND THE SORCERER'S STONE (HARRY POTTER #1),harry potter and the sorcerer's stone (harry potter #1),PROD1671
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,HARRY POTTER AND THE PRISONER OF AZKABAN (HARRY POTTER #3),harry potter and the prisoner of azkaban (harry potter #3),PROD1672
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,HARRY POTTER AND THE ORDER OF THE PHOENIX (HARRY POTTER #5),harry potter and the order of the phoenix (harry potter #5),PROD1673
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,HARRY POTTER AND THE HALF-BLOOD PRINCE (HARRY POTTER #6),harry potter and the half-blood prince (harry potter #6),PROD1674
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,HARRY POTTER AND THE CHAMBER OF SECRETS (HARRY POTTER #2),harry potter and the chamber of secrets (harry potter #2),PROD1675
Gone with the Wind,32.49,3,GONE WITH THE WIND,gone with the wind,PROD1676
God Is Not Great: How Religion Poisons Everything,27.8,1,GOD IS NOT GREAT: HOW RELIGION POISONS EVERYTHING,god is not great: how religion poisons everything,PROD1677
Girl With a Pearl Earring,26.77,1,GIRL WITH A PEARL EARRING,girl with a pearl earring,PROD1678
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,"FRUITS BASKET, VOL. 4 (FRUITS BASKET #4)","fruits basket, vol. 4 (fruits basket #4)",PROD1679
Far From True (Promise Falls Trilogy #2),34.93,2,FAR FROM TRUE (PROMISE FALLS TRILOGY #2),far from true (promise falls trilogy #2),PROD1680
Dark Lover (Black Dagger Brotherhood #1),12.87,1,DARK LOVER (BLACK DAGGER BROTHERHOOD #1),dark lover (black dagger brotherhood #1),PROD1681
Confessions of a Shopaholic (Shopaholic #1),48.94,2,CONFESSIONS OF A SHOPAHOLIC (SHOPAHOLIC #1),confessions of a shopaholic (shopaholic #1),PROD1682
Changing the Game (Play by Play #2),13.38,3,CHANGING THE GAME (PLAY BY PLAY #2),changing the game (play by play #2),PROD1683
Candide,58.63,3,CANDIDE,candide,PROD1684
Can You Keep a Secret?,21.94,1,CAN YOU KEEP A SECRET?,can you keep a secret?,PROD1685
Atlas Shrugged,26.58,5,ATLAS SHRUGGED,atlas shrugged,PROD1686
Animal Farm,57.22,3,ANIMAL FARM,animal farm,PROD1687
A Walk to Remember,56.43,1,A WALK TO REMEMBER,a walk to remember,PROD1688
A New Earth: Awakening to Your Life's Purpose,55.65,5,A NEW EARTH: AWAKENING TO YOUR LIFE'S PURPOSE,a new earth: awakening to your life's purpose,PROD1689
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,"A HISTORY OF GOD: THE 4,000-YEAR QUEST OF JUDAISM, CHRISTIANITY, AND ISLAM","a history of god: the 4,000-year quest of judaism, christianity, and islam",PROD1690
'Salem's Lot,49.56,4,'SALEM'S LOT,'salem's lot,PROD1691
Zero History (Blue Ant #3),34.77,1,ZERO HISTORY (BLUE ANT #3),zero history (blue ant #3),PROD1692
Wuthering Heights,17.73,3,WUTHERING HEIGHTS,wuthering heights,PROD1693
World War Z: An Oral History of the Zombie War,21.8,1,WORLD WAR Z: AN ORAL HISTORY OF THE ZOMBIE WAR,world war z: an oral history of the zombie war,PROD1694
Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,WILD: FROM LOST TO FOUND ON THE PACIFIC CREST TRAIL,wild: from lost to found on the pacific crest trail,PROD1695
"Where'd You Go, Bernadette",18.13,1,"WHERE'D YOU GO, BERNADETTE","where'd you go, bernadette",PROD1696
When You Are Engulfed in Flames,30.89,5,WHEN YOU ARE ENGULFED IN FLAMES,when you are engulfed in flames,PROD1697
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,WE THE PEOPLE: THE MODERN-DAY FIGURES WHO HAVE RESHAPED AND AFFIRMED THE FOUNDING FATHERS' VISION OF AMERICA,we the people: the modern-day figures who have reshaped and affirmed the founding fathers' vision of america,PROD1698
We Are All Completely Beside Ourselves,24.04,1,WE ARE ALL COMPLETELY BESIDE OURSELVES,we are all completely beside ourselves,PROD1699
Walk the Edge (Thunder Road #2),32.36,3,WALK THE EDGE (THUNDER ROAD #2),walk the edge (thunder road #2),PROD1700
Voyager (Outlander #3),21.07,5,VOYAGER (OUTLANDER #3),voyager (outlander #3),PROD1701
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,VERY GOOD LIVES: THE FRINGE BENEFITS OF FAILURE AND THE IMPORTANCE OF IMAGINATION,very good lives: the fringe benefits of failure and the importance of imagination,PROD1702
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,VEGAN VEGETARIAN OMNIVORE: DINNER FOR EVERYONE AT THE TABLE,vegan vegetarian omnivore: dinner for everyone at the table,PROD1703
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,"UNSTUFFED: DECLUTTERING YOUR HOME, MIND, AND SOUL","unstuffed: decluttering your home, mind, and soul",PROD1704
Under the Banner of Heaven: A Story of Violent Faith,30.0,1,UNDER THE BANNER OF HEAVEN: A STORY OF VIOLENT FAITH,under the banner of heaven: a story of violent faith,PROD1705
Two Boys Kissing,32.74,2,TWO BOYS KISSING,two boys kissing,PROD1706
Twilight (Twilight #1),41.93,2,TWILIGHT (TWILIGHT #1),twilight (twilight #1),PROD1707
Twenties Girl,42.8,2,TWENTIES GIRL,twenties girl,PROD1708
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,"TRESPASSING ACROSS AMERICA: ONE MAN'S EPIC, NEVER-DONE-BEFORE (AND SORT OF ILLEGAL) HIKE ACROSS THE HEARTLAND","trespassing across america: one man's epic, never-done-before (and sort of illegal) hike across the heartland",PROD1709
Three-Martini Lunch,23.21,3,THREE-MARTINI LUNCH,three-martini lunch,PROD1710
"Thinking, Fast and Slow",21.14,1,"THINKING, FAST AND SLOW","thinking, fast and slow",PROD1711
The Wild Robot,56.07,3,THE WILD ROBOT,the wild robot,PROD1712
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3,"THE WICKED + THE DIVINE, VOL. 3: COMMERCIAL SUICIDE (THE WICKED + THE DIVINE)","the wicked + the divine, vol. 3: commercial suicide (the wicked + the divine)",PROD1713
The Undomestic Goddess,45.75,4,THE UNDOMESTIC GODDESS,the undomestic goddess,PROD1714
The Travelers,15.77,1,THE TRAVELERS,the travelers,PROD1715
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,THE TIPPING POINT: HOW LITTLE THINGS CAN MAKE A BIG DIFFERENCE,the tipping point: how little things can make a big difference,PROD1716
The Thing About Jellyfish,48.77,1,THE THING ABOUT JELLYFISH,the thing about jellyfish,PROD1717
The Stand,57.86,2,THE STAND,the stand,PROD1718
The Smitten Kitchen Cookbook,23.59,1,THE SMITTEN KITCHEN COOKBOOK,the smitten kitchen cookbook,PROD1719
The Silkworm (Cormoran Strike #2),23.05,5,THE SILKWORM (CORMORAN STRIKE #2),the silkworm (cormoran strike #2),PROD1720
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,5,"THE SANDMAN, VOL. 3: DREAM COUNTRY (THE SANDMAN (VOLUMES) #3)","the sandman, vol. 3: dream country (the sandman (volumes) #3)",PROD1721
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,THE ROSE & THE DAGGER (THE WRATH AND THE DAWN #2),the rose & the dagger (the wrath and the dawn #2),PROD1722
